time_s,active_axle_count,total_vertical_load_n,micro_pressure_wave_pa
21.6,32,2720000.0,4.989864095522214e-43
21.61,32,2720000.0,4.4539777036878856e-43
21.62,32,2720000.0,3.975397421693925e-43
21.63,32,2720000.0,3.5480216111480338e-43
21.64,32,2720000.0,3.1663954509797424e-43
21.650000000000002,32,2720000.0,2.825642675620582e-43
21.66,32,2720000.0,2.521404484612899e-43
21.67,32,2720000.0,2.2497848736905738e-43
21.68,32,2720000.0,2.0073017154410136e-43
21.69,32,2720000.0,1.7908429876300932e-43
21.7,32,2720000.0,1.5976276099902966e-43
21.71,32,2720000.0,1.425170406493972e-43
21.72,32,2720000.0,1.2712507605105066e-43
21.73,32,2720000.0,1.133884575403905e-43
21.740000000000002,32,2720000.0,1.011299193583685e-43
21.75,32,2720000.0,9.019109632821416e-44
21.76,32,2720000.0,8.043051748129876e-44
21.77,32,2720000.0,7.17218117174256e-44
21.78,32,2720000.0,6.395210319308808e-44
21.79,32,2720000.0,5.702057646730968e-44
21.8,32,2720000.0,5.083719352690348e-44
21.81,32,2720000.0,4.532154668733084e-44
21.82,32,2720000.0,4.040183304386071e-44
21.830000000000002,32,2720000.0,3.6013937651207066e-44
21.84,32,2720000.0,3.2100613956077215e-44
21.85,32,2720000.0,2.861075121279074e-44
21.86,32,2720000.0,2.5498719691574633e-44
21.87,32,2720000.0,2.2723785455838755e-44
21.88,32,2720000.0,2.0249587350055127e-44
21.89,32,2720000.0,1.8043669614694303e-44
21.900000000000002,32,2720000.0,1.607706423816602e-44
21.91,32,2720000.0,1.4323917776608476e-44
21.92,32,2720000.0,1.2761157928003348e-44
21.93,32,2720000.0,1.136819564451197e-44
21.94,32,2720000.0,1.0126659011997105e-44
21.95,32,2720000.0,9.020155524083232e-45
21.96,32,2720000.0,8.034059734525192e-45
21.97,32,2720000.0,7.155323590644497e-45
21.98,32,2720000.0,6.372307035946316e-45
21.990000000000002,32,2720000.0,5.67462672537726e-45
22.0,32,2720000.0,5.0530209250820523e-45
22.01,32,2720000.0,4.4992288728718233e-45
22.02,32,2720000.0,4.005883058378106e-45
22.03,32,2720000.0,3.566413045367094e-45
22.04,32,2720000.0,3.174959604898281e-45
22.05,32,2720000.0,2.826298058792209e-45
22.06,32,2720000.0,2.5157698498062254e-45
22.07,32,2720000.0,2.2392214595012895e-45
22.080000000000002,32,2720000.0,1.9929498882806734e-45
22.09,32,2720000.0,1.77365399569255e-45
22.1,32,2720000.0,1.5783910738289572e-45
22.11,32,2720000.0,1.4045380934804325e-45
22.12,32,2720000.0,1.2497571224369645e-45
22.13,32,2720000.0,1.1119644687226565e-45
22.14,32,2720000.0,9.893031492772814e-46
22.150000000000002,32,2720000.0,8.80118327251434e-46
22.16,32,2720000.0,7.829353992051652e-46
22.17,32,2720000.0,6.964404475646577e-46
22.18,32,2720000.0,6.194628041348556e-46
22.19,32,2720000.0,5.509594976645606e-46
22.2,32,2720000.0,4.900013827652255e-46
22.21,32,2720000.0,4.357607691956406e-46
22.22,32,2720000.0,3.875003899230191e-46
22.23,32,2720000.0,3.445635636974318e-46
22.240000000000002,32,2720000.0,3.0636542335511662e-46
22.25,32,2720000.0,2.7238509488967787e-46
22.26,32,2720000.0,2.4215872467795315e-46
22.27,32,2720000.0,2.152732632734222e-46
22.28,32,2720000.0,1.913609240276245e-46
22.29,32,2720000.0,1.7009424359245176e-46
22.3,32,2720000.0,1.5118167920800439e-46
22.31,32,2720000.0,1.3436368469013184e-46
22.32,32,2720000.0,1.194092132905117e-46
22.330000000000002,32,2720000.0,1.0611260118882543e-46
22.34,32,2720000.0,9.429079036424454e-47
22.35,32,2720000.0,8.378085404493222e-47
22.36,32,2720000.0,7.443779190801609e-47
22.37,32,2720000.0,6.613256574853105e-47
22.38,32,2720000.0,5.875034950098052e-47
22.39,32,2720000.0,5.218897032119399e-47
22.400000000000002,32,2720000.0,4.635751995658873e-47
22.41,32,2720000.0,4.117511788142434e-47
22.42,32,2720000.0,3.656980968012469e-47
22.43,32,2720000.0,3.247758595153855e-47
22.44,32,2720000.0,2.884150860394074e-47
22.45,32,2720000.0,2.561093283486561e-47
22.46,32,2720000.0,2.2740814360539877e-47
22.47,32,2720000.0,2.0191092592819353e-47
22.48,32,2720000.0,1.7926141472321399e-47
22.490000000000002,32,2720000.0,1.591428056773335e-47
22.5,32,2720000.0,1.4127339855133273e-47
22.51,32,2720000.0,1.254027230783751e-47
22.52,32,2720000.0,1.1130809066416027e-47
22.53,32,2720000.0,9.879152528261817e-48
22.54,32,2720000.0,8.767703204116019e-48
22.55,32,2720000.0,7.780816641771019e-48
22.56,32,2720000.0,6.904587120874856e-48
22.57,32,2720000.0,6.12665518255836e-48
22.580000000000002,32,2720000.0,5.4360363783243575e-48
22.59,32,2720000.0,4.8229689084627714e-48
22.6,32,2720000.0,4.278778074971251e-48
22.61,32,2720000.0,3.7957557009640195e-48
22.62,32,2720000.0,3.3670528708040037e-48
22.63,32,2720000.0,2.9865845254253483e-48
22.64,32,2720000.0,2.648944607870842e-48
22.650000000000002,32,2720000.0,2.349330597129788e-48
22.66,32,2720000.0,2.083476395786697e-48
22.67,32,2720000.0,1.8475926505171618e-48
22.68,32,2720000.0,1.638313685572787e-48
22.69,32,2720000.0,1.4526503194615145e-48
22.7,32,2720000.0,1.2879479152308716e-48
22.71,32,2720000.0,1.1418490861958668e-48
22.72,32,2720000.0,1.012260542555816e-48
22.73,32,2720000.0,8.97323620987217e-49
22.740000000000002,32,2720000.0,7.953880897264135e-49
22.75,32,2720000.0,7.04988866557954e-49
22.76,32,2720000.0,6.2482532709527416e-49
22.77,32,2720000.0,5.537429163259968e-49
22.78,32,2720000.0,4.90716808068366e-49
