x_m,z_m
90.000000,3.215440465137e-05
90.050000,6.878492718385e-05
90.100000,7.458419972681e-05
90.150000,7.886626948663e-05
90.200000,1.147172800161e-04
90.250000,8.548463146331e-05
90.300000,5.188356036408e-05
90.350000,4.296525919936e-05
90.400000,-1.303424429835e-05
90.450000,-4.488411693087e-05
90.500000,-1.724610982161e-05
90.550000,-3.540376209234e-06
90.600000,-1.276795034539e-05
90.650000,3.880361541591e-06
90.700000,1.959317634101e-05
90.750000,-1.052347770786e-05
90.800000,-5.455333307125e-05
90.850000,-9.518579690980e-05
90.900000,-1.075696752036e-04
90.950000,-9.935098136529e-05
91.000000,-1.090439484018e-04
91.050000,-8.905662770733e-05
91.100000,-5.395795903532e-05
91.150000,-4.765576323372e-05
91.200000,-6.808396218995e-05
91.250000,-1.270641912774e-04
91.300000,-1.600232534406e-04
91.350000,-1.447152397801e-04
91.400000,-1.212691629212e-04
91.450000,-1.058045406009e-04
91.500000,-1.261270636999e-04
91.550000,-1.201610566101e-04
91.600000,-7.774690441910e-05
91.650000,-6.905323389148e-05
91.700000,-6.395888349590e-05
91.750000,-6.106564111370e-05
91.800000,-5.757903026774e-05
91.850000,-2.821157342863e-05
91.900000,-1.185472444319e-05
91.950000,4.304690856803e-06
92.000000,3.738899784405e-05
92.050000,6.518662872302e-05
92.100000,9.910643562002e-05
92.150000,1.352929522264e-04
92.200000,1.347777355427e-04
92.250000,1.044356290142e-04
92.300000,1.011078799141e-04
92.350000,1.111007341622e-04
92.400000,9.485276472161e-05
92.450000,6.722701290441e-05
92.500000,4.625085513836e-05
92.550000,3.307166719907e-05
92.600000,-1.827106693147e-05
92.650000,-6.716119093527e-05
92.700000,-2.725790805112e-05
92.750000,3.136887788470e-06
92.800000,-2.262915979736e-05
92.850000,-3.469060545456e-05
92.900000,-3.816777007863e-05
92.950000,-2.918632322440e-05
93.000000,-2.233569575531e-05
93.050000,-3.606846479135e-05
93.100000,-5.058663111134e-05
93.150000,-7.933601385421e-05
93.200000,-9.431037908897e-05
93.250000,-7.614791399713e-05
93.300000,-5.417771712895e-05
93.350000,-3.117404376065e-05
93.400000,-3.482374636403e-05
93.450000,-5.696889784850e-05
93.500000,-3.653543101202e-05
93.550000,2.841609665260e-06
93.600000,6.915597414506e-06
93.650000,-1.888463274694e-05
93.700000,-4.562087841066e-05
93.750000,-4.622898907145e-05
93.800000,-3.247086176335e-05
93.850000,-1.901774268023e-05
93.900000,1.768968069422e-05
93.950000,3.426432291101e-05
94.000000,-7.870146321278e-08
94.050000,-2.251493549905e-05
94.100000,-2.755015881469e-05
94.150000,-3.229234269855e-05
94.200000,-5.008547709388e-05
94.250000,-7.431385090804e-05
94.300000,-3.914547908382e-05
94.350000,-1.448926311093e-05
94.400000,-4.670107590516e-05
94.450000,-3.812684415297e-05
94.500000,-3.306708552071e-05
94.550000,-6.805242020040e-05
94.600000,-6.695946450785e-05
94.650000,-3.802964807649e-05
94.700000,-1.327395339864e-05
94.750000,4.396944901612e-06
94.800000,1.891454558918e-06
94.850000,-2.528351009384e-05
94.900000,-3.781237689119e-05
94.950000,-2.307446276660e-05
95.000000,-1.175316036396e-05
95.050000,1.161693347620e-05
95.100000,1.700947208120e-05
95.150000,2.756971070251e-06
95.200000,2.145437460105e-05
95.250000,1.646334136192e-05
95.300000,-2.680616258255e-06
95.350000,-6.444426230231e-06
95.400000,-3.527773375171e-05
95.450000,-4.632085326492e-05
95.500000,-5.531054992775e-05
95.550000,-7.428483788906e-05
95.600000,-4.801246120585e-05
95.650000,-1.337952107983e-05
95.700000,5.834073954738e-06
95.750000,-9.939821766475e-07
95.800000,-3.815722173199e-05
95.850000,-5.422478308526e-05
95.900000,-3.937524133761e-05
95.950000,-1.944155560920e-05
96.000000,-1.442282164407e-05
96.050000,-9.673164430902e-06
96.100000,-1.163039132737e-05
96.150000,-1.303756700555e-05
96.200000,3.504687910401e-05
96.250000,3.965289263092e-05
96.300000,-5.765591144454e-06
96.350000,1.429339902616e-05
96.400000,2.430142717586e-05
96.450000,9.931379225542e-06
96.500000,2.174335620286e-05
96.550000,8.187185093483e-06
96.600000,8.929034765928e-06
96.650000,3.169049892938e-05
96.700000,2.496580004416e-05
96.750000,2.114315758251e-05
96.800000,3.646623534329e-05
96.850000,5.854610709274e-05
96.900000,6.767781490547e-05
96.950000,6.535096842235e-05
97.000000,9.391070454140e-05
97.050000,1.462583006209e-04
97.100000,1.820547155944e-04
97.150000,1.901803183419e-04
97.200000,1.860454619321e-04
97.250000,1.777615272174e-04
97.300000,1.484064251862e-04
97.350000,1.250250092562e-04
97.400000,1.426051292453e-04
97.450000,1.408693354134e-04
97.500000,1.031884873840e-04
97.550000,9.735675797854e-05
97.600000,9.087403719904e-05
97.650000,5.402934885364e-05
97.700000,3.695085366163e-05
97.750000,2.456390459550e-05
97.800000,-2.618073530342e-06
97.850000,-2.653084796615e-05
97.900000,-2.451369974218e-05
97.950000,3.037002941433e-06
98.000000,1.794906156554e-05
98.050000,4.628328670480e-05
98.100000,6.942248498748e-05
98.150000,3.534313620675e-05
98.200000,1.539616740603e-05
98.250000,1.884322237663e-05
98.300000,1.482949542552e-05
98.350000,1.602992908558e-05
98.400000,6.775671640621e-06
98.450000,2.271199631639e-05
98.500000,4.996561197925e-05
98.550000,5.338659879829e-05
98.600000,8.414866187851e-05
98.650000,1.169212174568e-04
98.700000,1.096596697777e-04
98.750000,8.975649342677e-05
98.800000,8.966306785441e-05
98.850000,1.180837888086e-04
98.900000,1.338703614873e-04
98.950000,1.201960670268e-04
99.000000,9.053071812243e-05
99.050000,5.922984716105e-05
99.100000,5.375594901429e-05
99.150000,6.208830513877e-05
99.200000,5.525560325882e-05
99.250000,4.296457524691e-05
99.300000,6.402357160542e-05
99.350000,9.557231494301e-05
99.400000,7.360357762907e-05
99.450000,2.532184167565e-05
99.500000,-8.125774484547e-06
99.550000,-2.741794987864e-05
99.600000,-3.564531952728e-05
99.650000,-3.893124316999e-05
99.700000,-3.077905453044e-05
99.750000,-2.196916442033e-05
99.800000,-1.608823067104e-05
99.850000,-2.100603255357e-05
99.900000,-3.985997430169e-05
99.950000,-4.529353299773e-05
100.000000,-7.145624719366e-05
100.050000,-9.715182518259e-05
100.100000,-7.690005383566e-05
100.150000,-6.917846851546e-05
100.200000,-6.807033315649e-05
100.250000,-5.801125332511e-05
100.300000,-4.551556999258e-05
100.350000,-2.866528845342e-05
100.400000,-4.779386126657e-05
100.450000,-3.697236911371e-05
100.500000,3.143124564383e-05
100.550000,6.708639912415e-05
100.600000,7.102578102435e-05
100.650000,8.239085385272e-05
100.700000,1.113834447368e-04
100.750000,1.067008954769e-04
100.800000,6.115711842270e-05
100.850000,4.825392980438e-05
100.900000,4.296012431152e-05
100.950000,3.748539131451e-05
101.000000,3.543769671946e-05
101.050000,1.925732691363e-05
101.100000,3.088227609100e-05
101.150000,3.021371216197e-05
101.200000,2.071786063330e-05
101.250000,3.350577172475e-05
101.300000,1.740029104428e-05
101.350000,3.454718502459e-05
101.400000,8.262300735377e-05
101.450000,7.335758181116e-05
101.500000,5.701577315095e-05
101.550000,7.294565357819e-05
101.600000,9.266885204050e-05
101.650000,8.641626733200e-05
101.700000,6.475007846832e-05
101.750000,7.125009779324e-05
101.800000,9.805482200335e-05
101.850000,1.211294504575e-04
101.900000,1.304437906568e-04
101.950000,1.282634950246e-04
102.000000,1.235265356155e-04
102.050000,1.241088399574e-04
102.100000,1.346835571651e-04
102.150000,1.304273021099e-04
102.200000,1.118856251024e-04
102.250000,1.088721457570e-04
102.300000,1.398537572712e-04
102.350000,1.735688161625e-04
102.400000,1.687119606260e-04
102.450000,1.751540122807e-04
102.500000,1.737688122185e-04
102.550000,1.286230621441e-04
102.600000,1.029812098550e-04
102.650000,6.227490627803e-05
102.700000,1.435312014708e-05
102.750000,1.282818184227e-05
102.800000,1.830856243747e-05
102.850000,4.319363103785e-05
102.900000,7.081113129289e-05
102.950000,9.145260177004e-05
103.000000,1.061860541283e-04
103.050000,7.763570238677e-05
103.100000,8.815766764620e-05
103.150000,1.172194397690e-04
103.200000,9.006125740522e-05
103.250000,7.534995517073e-05
103.300000,7.731918163213e-05
103.350000,9.664886600977e-05
103.400000,1.050279627950e-04
103.450000,6.643402546003e-05
103.500000,5.094819080719e-05
103.550000,3.379562152457e-05
103.600000,3.058035804449e-05
103.650000,8.906062034779e-05
103.700000,1.151277344477e-04
103.750000,1.012244858526e-04
103.800000,8.795621670613e-05
103.850000,6.902969587703e-05
103.900000,6.258064624472e-05
103.950000,8.204373704767e-05
104.000000,1.098767601590e-04
104.050000,1.003284074415e-04
104.100000,8.804376645353e-05
104.150000,9.249821097429e-05
104.200000,7.914897684948e-05
104.250000,1.079024814019e-04
104.300000,1.483322125594e-04
104.350000,1.542447714839e-04
104.400000,1.748699198806e-04
104.450000,1.552714729690e-04
104.500000,1.164358206500e-04
104.550000,1.239557865949e-04
104.600000,1.153924452511e-04
104.650000,1.023915845252e-04
104.700000,1.013912711842e-04
104.750000,8.314081817422e-05
104.800000,7.772287551764e-05
104.850000,8.607025828571e-05
104.900000,9.600697276298e-05
104.950000,9.259200497833e-05
105.000000,8.116088711017e-05
105.050000,1.088470921054e-04
105.100000,1.158516002861e-04
105.150000,7.401993447415e-05
105.200000,7.116197455359e-05
105.250000,7.683297742620e-05
105.300000,5.709947769858e-05
105.350000,6.177917319428e-05
105.400000,7.117225662848e-05
105.450000,7.771519885589e-05
105.500000,8.822546499049e-05
105.550000,7.806822476915e-05
105.600000,6.152364772602e-05
105.650000,3.546626569567e-05
105.700000,-8.134902256679e-06
105.750000,-3.806674159189e-05
105.800000,-3.022831931246e-05
105.850000,2.318124890781e-07
105.900000,-1.341931795901e-05
105.950000,-6.335351042283e-05
106.000000,-6.144376339545e-05
106.050000,-2.777021139834e-05
106.100000,-3.555761928375e-05
106.150000,-7.098399657571e-05
106.200000,-8.537615036187e-05
106.250000,-7.514984467921e-05
106.300000,-7.324553388923e-05
106.350000,-9.747355839743e-05
106.400000,-1.205825877430e-04
106.450000,-1.261161482743e-04
106.500000,-1.541458123042e-04
106.550000,-1.860774709817e-04
106.600000,-1.802005672479e-04
106.650000,-1.928537696328e-04
106.700000,-2.225189961941e-04
106.750000,-2.218710304081e-04
106.800000,-2.237907799804e-04
106.850000,-2.369870326601e-04
106.900000,-2.347299775135e-04
106.950000,-2.063416503584e-04
107.000000,-1.769262745570e-04
107.050000,-1.745273918165e-04
107.100000,-1.759991766760e-04
107.150000,-1.832247432935e-04
107.200000,-1.895175988875e-04
107.250000,-1.666181981340e-04
107.300000,-1.549818670489e-04
107.350000,-1.764892612958e-04
107.400000,-1.914293813734e-04
107.450000,-1.768059894050e-04
107.500000,-1.638758462417e-04
107.550000,-1.729634899365e-04
107.600000,-1.763195977452e-04
107.650000,-1.790356360477e-04
107.700000,-1.782010441428e-04
107.750000,-1.682648230783e-04
107.800000,-1.672750573798e-04
107.850000,-1.416081045786e-04
107.900000,-1.165606127339e-04
107.950000,-1.383122016546e-04
108.000000,-1.383301585121e-04
108.050000,-7.749822370270e-05
108.100000,-1.615343891123e-05
108.150000,-2.018121416057e-06
108.200000,2.095805646317e-05
108.250000,7.845841033908e-05
108.300000,8.833421247994e-05
108.350000,6.985429585480e-05
108.400000,7.534207006651e-05
108.450000,5.733087216351e-05
108.500000,1.135254862794e-05
108.550000,-2.424219911560e-05
108.600000,-5.208519188941e-05
108.650000,-8.331490278865e-05
108.700000,-7.541625882173e-05
108.750000,-6.199153428606e-06
108.800000,4.121464731355e-05
108.850000,2.375125953925e-05
108.900000,4.955842395513e-06
108.950000,1.281344615223e-05
109.000000,6.328251522170e-06
109.050000,7.609301229532e-06
109.100000,5.541308359573e-05
109.150000,8.026818564250e-05
109.200000,6.788306513484e-05
109.250000,6.531948318140e-05
109.300000,5.691786557940e-05
109.350000,4.051088926764e-05
109.400000,1.645040153108e-05
109.450000,1.163504735412e-05
109.500000,3.510312668574e-05
109.550000,3.726892870283e-05
109.600000,4.596427235038e-05
109.650000,5.026275981481e-05
109.700000,3.533942496873e-05
109.750000,6.767801088314e-05
109.800000,9.270844533599e-05
109.850000,6.330366941718e-05
109.900000,3.120452678388e-05
109.950000,1.392940099451e-05
110.000000,1.298153521398e-05
110.050000,1.475680413992e-05
110.100000,1.078141038512e-05
110.150000,-4.828402929747e-07
110.200000,6.937773555121e-07
110.250000,2.492299402695e-05
110.300000,2.110957182293e-05
110.350000,2.893659304043e-06
110.400000,-1.606126786288e-05
110.450000,-5.443316962067e-05
110.500000,-7.025615382364e-05
110.550000,-6.841381280981e-05
110.600000,-6.258216621442e-05
110.650000,-5.362381646703e-05
110.700000,-4.777565111897e-05
110.750000,-2.921254448936e-05
110.800000,-3.670888007492e-05
110.850000,-5.327945987598e-05
110.900000,-4.382942808434e-05
110.950000,-4.634264359934e-05
111.000000,-5.211185071316e-05
111.050000,-5.955888762643e-05
111.100000,-5.741521006480e-05
111.150000,-5.612331754953e-05
111.200000,-9.417071316730e-05
111.250000,-1.163416728197e-04
111.300000,-1.368137116729e-04
111.350000,-1.634152855712e-04
111.400000,-1.658776598623e-04
111.450000,-2.067079203093e-04
111.500000,-2.109904649184e-04
111.550000,-1.597949196989e-04
111.600000,-1.652554186475e-04
111.650000,-1.521475522851e-04
111.700000,-1.252336824508e-04
111.750000,-1.490302529291e-04
111.800000,-1.219207925027e-04
111.850000,-6.503025029640e-05
111.900000,-5.323302754853e-05
111.950000,-3.610073537919e-05
112.000000,-1.896415260931e-05
112.050000,-4.431219563846e-05
112.100000,-7.488869731629e-05
112.150000,-6.151098747837e-05
112.200000,-2.879437660171e-05
112.250000,-3.654625872492e-05
112.300000,-6.583139501051e-05
112.350000,-5.944965498353e-05
112.400000,-3.710915839607e-05
112.450000,-3.322406068117e-05
112.500000,-5.273300612977e-05
112.550000,-7.892412567907e-05
112.600000,-5.874114891981e-05
112.650000,-2.017273502957e-05
112.700000,-3.742491638788e-05
112.750000,-6.958428479507e-05
112.800000,-5.495384332312e-05
112.850000,-1.987708997602e-05
112.900000,-2.133504825066e-05
112.950000,-5.023590264178e-05
113.000000,-5.273400174839e-05
113.050000,-3.009183450564e-05
113.100000,-1.047367847304e-05
113.150000,2.171503242106e-06
113.200000,1.682203862742e-05
113.250000,4.488745972454e-06
113.300000,-4.525328028161e-05
113.350000,-5.122282985902e-05
113.400000,-8.628773258626e-06
113.450000,1.446977824974e-05
113.500000,3.229716412051e-06
113.550000,-1.679572580040e-05
113.600000,-1.380363255923e-05
113.650000,-4.422676835965e-05
113.700000,-7.957467769504e-05
113.750000,-4.680544611842e-05
113.800000,-4.726490731017e-05
113.850000,-4.702063065718e-05
113.900000,-2.311598949374e-05
113.950000,-6.717903728147e-05
114.000000,-6.616308010111e-05
114.050000,-4.114956608881e-05
114.100000,-6.157530914802e-05
114.150000,-3.141091998752e-05
114.200000,-2.645449921191e-06
114.250000,1.567065581901e-05
114.300000,4.520051324868e-05
114.350000,4.365768332445e-05
114.400000,5.354113674134e-05
114.450000,5.215808758219e-05
114.500000,6.001379763406e-05
114.550000,1.021561428666e-04
114.600000,1.109969640405e-04
114.650000,1.191661611813e-04
114.700000,1.251676289509e-04
114.750000,1.302306850507e-04
114.800000,1.683286771298e-04
114.850000,1.807276680490e-04
114.900000,1.677410184002e-04
114.950000,1.424902521082e-04
115.000000,1.165222532066e-04
115.050000,1.060511418962e-04
115.100000,7.629488617085e-05
115.150000,7.179811032056e-05
115.200000,8.687619123533e-05
115.250000,7.382313136011e-05
115.300000,7.647912971191e-05
115.350000,8.023024824115e-05
115.400000,6.231255006799e-05
115.450000,5.967671995058e-05
115.500000,1.025219810187e-04
115.550000,1.346105033216e-04
115.600000,7.900200931292e-05
115.650000,3.690977439017e-05
115.700000,6.691187084834e-05
115.750000,8.445244832694e-05
115.800000,7.600586296657e-05
115.850000,5.957528367648e-05
115.900000,7.183223250403e-05
115.950000,1.010023577735e-04
116.000000,9.060378029451e-05
116.050000,7.934238550314e-05
116.100000,7.059211885514e-05
116.150000,4.369273549682e-05
116.200000,3.744089706957e-05
116.250000,6.634549079788e-05
116.300000,9.796741766244e-05
116.350000,8.206981175727e-05
116.400000,5.992870008465e-05
116.450000,5.717452132245e-05
116.500000,1.674551406641e-05
116.550000,-1.157952793803e-05
116.600000,-4.477749343566e-06
116.650000,-1.103031204523e-05
116.700000,-1.581697147973e-05
116.750000,-1.952669158210e-05
116.800000,-1.764349868468e-05
116.850000,-9.064173731494e-06
116.900000,-1.575081854267e-05
116.950000,-1.483022115301e-05
117.000000,6.919828991633e-07
117.050000,2.294232798040e-05
117.100000,3.928013366074e-05
117.150000,3.555208116888e-05
117.200000,3.696277947477e-05
117.250000,5.343214674952e-05
117.300000,6.275996969584e-05
117.350000,4.229416223128e-05
117.400000,2.741046458227e-05
117.450000,3.173462356200e-05
117.500000,-1.358926324187e-05
117.550000,-6.201482250058e-05
117.600000,-6.833560935531e-05
117.650000,-7.941319911330e-05
117.700000,-6.417028425435e-05
117.750000,-5.060138148783e-05
117.800000,-4.962374679517e-05
117.850000,-9.940791422606e-06
117.900000,-1.016668650336e-05
117.950000,-4.031076185328e-05
118.000000,-3.413426130147e-05
118.050000,-3.295523239567e-05
118.100000,-2.995572611627e-05
118.150000,-1.885173459096e-05
118.200000,-5.796893285160e-06
118.250000,4.987256999327e-06
118.300000,-1.048978734332e-05
118.350000,-3.747186526956e-05
118.400000,-7.254266447768e-05
118.450000,-6.388572621837e-05
118.500000,-7.129045986532e-06
118.550000,2.180062447465e-05
118.600000,7.339774061688e-05
118.650000,1.039189436297e-04
118.700000,5.068546268033e-05
118.750000,4.530034968245e-05
118.800000,7.776148710870e-05
118.850000,8.492161840366e-05
118.900000,9.948222812658e-05
118.950000,9.196917689768e-05
119.000000,7.736060975977e-05
119.050000,8.846795761210e-05
119.100000,1.022053290149e-04
119.150000,9.585426108392e-05
119.200000,7.524033952421e-05
119.250000,9.382854215848e-05
119.300000,1.297390416090e-04
119.350000,1.377057558602e-04
119.400000,1.471303689899e-04
119.450000,1.385594335178e-04
119.500000,1.065074775132e-04
119.550000,1.070002633283e-04
119.600000,1.368312097175e-04
119.650000,1.547733268952e-04
119.700000,1.600581638062e-04
119.750000,1.695989476516e-04
119.800000,1.715286280103e-04
119.850000,1.583962390377e-04
119.900000,1.339731570575e-04
119.950000,1.044582574823e-04
120.000000,8.935612230800e-05
120.050000,8.447566129696e-05
120.100000,8.612857438476e-05
120.150000,8.642138831811e-05
120.200000,7.004554653689e-05
120.250000,5.745432709026e-05
120.300000,3.456525487890e-05
120.350000,-4.415036236402e-06
120.400000,-3.966321345711e-06
120.450000,2.893807109618e-05
120.500000,3.495399465651e-05
120.550000,1.720396634398e-05
120.600000,2.619791178274e-05
120.650000,5.143037508861e-05
120.700000,6.236025021636e-05
120.750000,7.461333775646e-05
120.800000,7.456314262188e-05
120.850000,6.244783496810e-05
120.900000,5.014586730425e-05
120.950000,3.875348100285e-05
121.000000,5.606576392904e-05
121.050000,5.309102273310e-05
121.100000,2.159068900456e-05
121.150000,1.785454124692e-05
121.200000,7.762443162229e-07
121.250000,-1.385758884332e-06
121.300000,3.685993517252e-05
121.350000,4.510579638395e-05
121.400000,3.975103923279e-05
121.450000,3.187946541718e-05
121.500000,3.290417343574e-05
121.550000,6.485689412730e-05
121.600000,7.035761696401e-05
121.650000,6.196346196385e-05
121.700000,6.694910286169e-05
121.750000,5.258512533777e-05
121.800000,1.157205120446e-05
121.850000,-4.149840626283e-05
121.900000,-4.702763033855e-05
121.950000,-3.243598950203e-05
122.000000,-7.511499236291e-05
122.050000,-1.023417413836e-04
122.100000,-9.870666955196e-05
122.150000,-1.218993847996e-04
122.200000,-1.203142906483e-04
122.250000,-9.373607225680e-05
122.300000,-9.997577654647e-05
122.350000,-1.162264006530e-04
122.400000,-1.085276846149e-04
122.450000,-8.521927843066e-05
122.500000,-5.225022279620e-05
122.550000,-5.751035838360e-06
122.600000,5.559100542630e-06
122.650000,-4.552694258663e-05
122.700000,-6.273306738349e-05
122.750000,-1.790466661431e-05
122.800000,-4.109092422604e-06
122.850000,-1.468372703010e-05
122.900000,8.220812012911e-06
122.950000,3.307011756319e-05
123.000000,2.314454946779e-05
123.050000,2.795729495767e-06
123.100000,-8.523075922291e-06
123.150000,-2.775799943598e-05
123.200000,-3.500088260764e-05
123.250000,-1.318017110259e-05
123.300000,-2.367808268293e-05
123.350000,-7.377791619898e-05
123.400000,-8.348692758099e-05
123.450000,-5.973096761750e-05
123.500000,-8.756241384451e-05
123.550000,-1.363819846887e-04
123.600000,-1.303164087531e-04
123.650000,-1.225698881815e-04
123.700000,-1.211966215939e-04
123.750000,-8.354259010326e-05
123.800000,-7.241777141055e-05
123.850000,-8.366092800891e-05
123.900000,-7.649671578205e-05
123.950000,-6.646025675772e-05
124.000000,-4.078270532762e-05
124.050000,-2.323534578234e-05
124.100000,-5.005505582158e-06
124.150000,1.856448629291e-05
124.200000,-1.973840552852e-06
124.250000,-9.692026840642e-08
124.300000,2.016085204669e-05
124.350000,-7.740091440583e-07
124.400000,1.309388536719e-05
124.450000,3.831730901464e-05
124.500000,1.462965412224e-05
124.550000,-1.706294318617e-05
124.600000,-5.122674476564e-05
124.650000,-7.743185407565e-05
124.700000,-6.809857133307e-05
124.750000,-3.530813931859e-05
124.800000,-2.374901850029e-05
124.850000,-5.120736680549e-05
124.900000,-7.118182378882e-05
124.950000,-6.234322817644e-05
125.000000,-4.776347593177e-05
125.050000,-5.384283108407e-05
125.100000,-6.802944977291e-05
125.150000,-7.186349113004e-05
125.200000,-1.038923614845e-04
125.250000,-1.400682052525e-04
125.300000,-1.295644278455e-04
125.350000,-9.442248105954e-05
125.400000,-6.709944856550e-05
125.450000,-8.253811563512e-05
125.500000,-1.091660876196e-04
125.550000,-9.611259761853e-05
125.600000,-5.931776586933e-05
125.650000,-1.785183340187e-05
125.700000,-4.489408043254e-06
125.750000,-2.970279017322e-06
125.800000,1.995160397997e-06
125.850000,-7.544301188139e-07
125.900000,4.281190590597e-05
125.950000,6.360510651407e-05
126.000000,3.176725850259e-05
126.050000,7.895054390505e-05
126.100000,1.314887851294e-04
126.150000,1.027049797210e-04
126.200000,8.978236034598e-05
126.250000,1.101077321861e-04
126.300000,1.139811040239e-04
126.350000,9.338174757530e-05
126.400000,7.370994053409e-05
126.450000,6.461728558661e-05
126.500000,6.687633842116e-05
126.550000,7.743114727609e-05
126.600000,5.515165152816e-05
126.650000,2.167509996049e-05
126.700000,2.855141373350e-06
126.750000,-2.022311509825e-05
126.800000,-1.888010230761e-05
126.850000,9.041721877382e-07
126.900000,2.863244702418e-05
126.950000,6.183176323643e-05
127.000000,6.075048708543e-05
127.050000,4.020020855621e-05
127.100000,2.656541705855e-05
127.150000,3.011577296689e-05
127.200000,3.448434940988e-05
127.250000,1.915117529086e-05
127.300000,1.448416718110e-05
127.350000,1.210360865298e-05
127.400000,1.934382463727e-05
127.450000,1.988474435877e-05
127.500000,-1.713564019185e-05
127.550000,-1.209686486036e-05
127.600000,-4.435861964539e-06
127.650000,-1.474397212199e-05
127.700000,3.282230489213e-05
127.750000,3.206584455081e-05
127.800000,-1.199494091581e-05
127.850000,-1.859748890797e-05
127.900000,-4.448399078086e-05
127.950000,-6.865656637333e-05
128.000000,-8.384754700702e-05
128.050000,-7.390100080270e-05
128.100000,-2.740596472562e-05
128.150000,-2.436776888302e-05
128.200000,-1.946210087910e-05
128.250000,4.970383451276e-06
128.300000,-5.271240103868e-06
128.350000,-1.469600182199e-05
128.400000,-8.735287882320e-06
128.450000,6.606732198909e-06
128.500000,2.858275186336e-06
128.550000,-1.080270849378e-05
128.600000,-8.595080128821e-06
128.650000,-1.817642552850e-05
128.700000,2.743016369314e-06
128.750000,2.333188858493e-05
128.800000,2.033890870198e-05
128.850000,4.836410465535e-05
128.900000,3.296788861902e-05
128.950000,3.111766301950e-05
129.000000,9.587179259233e-05
129.050000,9.950298768440e-05
129.100000,7.659781126554e-05
129.150000,7.103093954621e-05
129.200000,7.565924715139e-05
129.250000,9.334483878155e-05
129.300000,7.253596354110e-05
129.350000,6.844680577696e-05
129.400000,8.806955557677e-05
129.450000,7.859042187177e-05
129.500000,4.795287763948e-05
129.550000,8.691561901004e-06
129.600000,4.294946962320e-05
129.650000,6.564779154399e-05
129.700000,-6.970368125073e-06
129.750000,-5.589796530385e-07
129.800000,5.035614550166e-05
129.850000,4.064161000789e-05
129.900000,4.150663017130e-05
129.950000,2.803507229615e-05
130.000000,-1.767146915535e-05
130.050000,-3.283167537523e-05
130.100000,-1.762313720644e-06
130.150000,3.628354210815e-06
130.200000,-4.544459461733e-05
130.250000,-4.173141412437e-05
130.300000,-1.075713652167e-05
130.350000,-4.468775509798e-05
130.400000,-7.005695820119e-05
130.450000,-5.524196489745e-05
130.500000,-6.265607141424e-05
130.550000,-9.066980709669e-05
130.600000,-8.037186989346e-05
130.650000,-4.139577565295e-05
130.700000,-2.026523756291e-05
130.750000,-9.461403604967e-09
130.800000,7.088332235382e-06
130.850000,1.829051812433e-06
130.900000,-5.058778486285e-06
130.950000,-6.014432727600e-05
131.000000,-1.003743763217e-04
131.050000,-9.548621971968e-05
131.100000,-1.291232849909e-04
131.150000,-1.639017074184e-04
131.200000,-1.787327086498e-04
131.250000,-2.057767340524e-04
131.300000,-2.143396611749e-04
131.350000,-2.407250622346e-04
131.400000,-2.733712016255e-04
131.450000,-2.384196239579e-04
131.500000,-2.084030005280e-04
131.550000,-2.086725817219e-04
131.600000,-1.829478865234e-04
131.650000,-1.667684241978e-04
131.700000,-1.524075918226e-04
131.750000,-1.375526406906e-04
131.800000,-1.385272865116e-04
131.850000,-1.077819235147e-04
131.900000,-1.123234669075e-04
131.950000,-1.536785134322e-04
132.000000,-1.281035420331e-04
132.050000,-9.252216160587e-05
132.100000,-6.504504001568e-05
132.150000,-3.339910518204e-05
132.200000,-3.016663603905e-05
132.250000,-2.028668671870e-05
132.300000,-3.890325396759e-05
132.350000,-8.254437452294e-05
132.400000,-1.035714670494e-04
132.450000,-1.203503666149e-04
132.500000,-1.078653375052e-04
132.550000,-1.077496771485e-04
132.600000,-1.263910963529e-04
132.650000,-1.290005121403e-04
132.700000,-1.756366030296e-04
132.750000,-1.944715610311e-04
132.800000,-1.526957423976e-04
132.850000,-1.266231596623e-04
132.900000,-9.237250468498e-05
132.950000,-6.868549790761e-05
133.000000,-6.387736716611e-05
133.050000,-5.579742525203e-05
133.100000,-4.434550477607e-05
133.150000,-1.834514951108e-05
133.200000,-2.308898453206e-05
133.250000,-2.723949770130e-05
133.300000,-7.795510326278e-06
133.350000,-1.837670148350e-05
133.400000,-4.086481940319e-05
133.450000,-8.322123663969e-05
133.500000,-1.049648889402e-04
133.550000,-7.861624595053e-05
133.600000,-5.681385521560e-05
133.650000,-1.760639174205e-05
133.700000,-5.291130991749e-07
133.750000,7.108190837986e-06
133.800000,1.591429483621e-05
133.850000,-6.196499521309e-05
133.900000,-9.022374643150e-05
133.950000,-5.574707105529e-05
134.000000,-8.705495007080e-05
134.050000,-8.561447683042e-05
134.100000,-6.280680304817e-05
134.150000,-5.842088868463e-05
134.200000,-4.784784073923e-05
134.250000,-6.361294890559e-05
134.300000,-3.489640725654e-05
134.350000,-3.188185830844e-06
134.400000,-3.341164996883e-05
134.450000,-4.550812958801e-05
134.500000,-5.201340654024e-05
134.550000,-4.600446172532e-05
134.600000,-2.969669883364e-05
134.650000,-5.109726749491e-05
134.700000,-5.475654641196e-05
134.750000,-2.135170725149e-05
134.800000,2.613563194821e-05
134.850000,4.094098847647e-05
134.900000,8.390886780161e-07
134.950000,-1.249441655864e-05
135.000000,-1.082910917303e-05
135.050000,-4.187002272698e-05
